location,Ad Dammam,Amsterdam,Athens,Auckland,Baker Island,Bangkok,Beijing,Beirut,Berlin,Bogota,Brussels,Bucharest,Budapest,Buenos Aires,Cape Town,Christmas Island,Copenhagen,Delhi,Dubai,Dublin,Geneva,Havana,Helsinki,Hong Kong,Islamabad,Istanbul,Kabul,Kuala Lumpur,Lisbon,Ljubljana,London,Los Angeles,Macau,Madrid,Manama,Mexico City,Montevideo,Montreal,Moscow,New York,Nicosia,Nursultan,Oslo,Paris,Prague,Pyongyang,Reykjavik,Rio De Janeiro,Rome,Santiago,Seoul,Singapore,Stockholm,Sydney,Taipei,Tallinn,Tehran,Tel Aviv,Tokyo,Valletta,Vienna,Vilnius,Warsaw,Zagreb,sum_co2kg,sum_co2kg_div_3,weightedsum_co2ton
"Sofia,  Bulgaria",295581.344,13623888.713,52869.492,7994086.317,323357.914,173799.243,79639867.164,72765.59,27727089.183,896227.28,6238738.506,5926.79,304755.06,1041487.064,2615125.184,222291.068,1517952.1579999998,1662397.9349999998,165965.034,1701149.8,9181698.304,1242452.19,2944790.4329999997,5527007.34,97285.246,324259.339,89501.332,964857.93,1888768.5879999998,146845.5,33331596.8,263367414.625,183318.143,5385346.104,75108.135,9554177.4,1287405.3,122199773.07999998,1018969.322,188178381.10799998,32484.901,83531.179,3057687.39,11661619.55,1150755.064,528221.337,83543.697,8060701.119000001,8426372.084,63048919.714999996,61422410.51100001,34339420.74,4026016.126,72910536.118,28427947.744,46350.127,682517.99,2652135.66,73055537.828,30378.963,2058192.948,34616.536,1766335.364,21568.145,1170872077.8940003,390290692.6313334,390290.6926313334
"Stockholm,  Sweden",390151.892,9781025.265999999,177524.03699999998,7770033.579,289300.319,180993.284,72756071.024,151519.492,20168543.126,846589.592,4949143.8149999995,217397.84,513547.62,1095553.112,3170326.138,237297.88,647861.1939999999,1839232.395,210013.882,1142468.096,10634095.616,1100383.242,96784.43000000001,5403449.04,107786.925,1018887.483,101528.968,1021478.995,2045670.452,225985.386,24179139.756,220489558.28000003,179562.804,6169327.749,98440.327,8380098.48,1360611.39,99705206.37,755326.716,157246052.08,71087.878,81999.577,98636.436,10321542.406,1146402.202,476272.75800000003,52731.195,8645953.688,15238534.122,64730196.57699999,55564145.087,36224830.904,0.0,73657393.481,27076360.536000002,1514.655,902962.5219999999,5428813.456,65142618.268,64192.238,2710730.2520000003,21455.056,1444170.5939999998,37991.727,1035994503.6870003,345331501.2290001,345331.5012290001
"Sydney,  Australia",1096046.612,113330024.941,1000870.5750000001,1117648.014,111824.728,165205.331,96685455.23,617995.262,283342492.651,1248180.744,53548202.441999994,1657830.25,5152578.15,1029490.556,3365216.176,116983.012,12914452.99,3416241.18,525617.328,10483721.5,93415976.448,1921134.162,20183577.031999998,4848994.59,241763.544,6183048.039,249319.893,726440.38,11067256.003999999,2107181.874,246930424.432,298809424.02500004,162218.263,37306575.681,272861.024,11308777.36,1292766.13,268511762.75,7260065.713,393838434.052,313939.072,266603.351,20477893.519,98137637.276,13299810.0,559216.2509999999,361467.841,10899759.514999999,110450768.315,56215077.905,62170066.992000006,23841237.512,29191409.398000002,0.0,23563318.872,331484.65,3095398.097,21001473.735999998,62392101.408,350155.882,28507463.753999997,332618.993,19685641.844,348785.906,2583357409.157001,861119136.385667,861119.136385667
"Taipei,  Taiwan",619571.296,64679301.255,588181.665,4066287.8970000003,157803.285,62242.15,21248771.258,356960.712,158528085.254,1419177.496,30789087.231,929958.6900000001,2906980.86,1647931.388,3869520.0880000005,95497.281,7149593.768,1458593.895,289711.256,6091190.0,54687771.904,1838749.71,10642351.824000001,750049.5599999999,105043.389,3501541.217,112698.326,394160.16000000003,6883967.972,1212150.084,142823533.58,270186535.485,26614.798,22866596.379,154046.962,11674521.64,2054058.1099999999,201894780.78000003,3712289.194,309195067.50799996,181389.423,112982.192,11223522.918,57137291.036,7502384.346,120631.755,209913.839,14843378.541,65330370.5,91347036.404,12757943.825,13632282.776,15733560.852000002,34548920.238,0.0,175253.593,1617735.724,12326473.084,18925050.144,214087.121,16143249.718,178381.922,10802713.787999999,200143.885,1736935672.931,578978557.6436666,578978.5576436666
"Tallinn,  Estonia",368360.964,11509430.985000001,176059.008,7636735.596,286187.267,172841.396,69090288.202,144100.436,24230140.57,878881.64,5897671.017,208988.505,528928.605,1125140.188,3179049.888,229309.429,945912.807,1721305.68,197926.686,1389421.152,12187643.136,1144686.618,20028.679,5163751.29,99924.699,972833.079,93804.137,981080.52,2260881.812,245914.12800000003,29694249.96,225271513.04,171556.332,6863650.062999999,92939.996,8639440.56,1397007.615,105003557.11999999,606909.671,165304249.548,67820.752,73928.224,1434414.9619999998,12293324.596,1250518.7820000001,455246.826,60186.23,8905175.17,16332528.87,66521556.408,53174762.179000005,34831867.404,130260.33,71932169.05000001,25937531.764,0.0,876061.56,5198112.508,62845493.256,66631.39,2867589.4460000005,17722.921,1480647.49,40681.897,1062926534.0389998,354308844.6796666,354308.84467966657
"Tashkent,  Uzbekistan",237190.896,33708041.086,257978.055,6297910.415999999,261487.567,95192.691,43099465.708,149866.908,77142959.50500001,1193509.988,16068965.724,414881.84,1324171.4549999998,1344377.656,3012766.162,150493.816,3548459.877,595389.3,108593.042,3434996.068,28057708.288,1605887.37,5066521.529999999,3099494.43,27477.944,1545957.876,23493.246,588026.8200000001,3964768.752,577659.432,77098042.976,287207754.8,102349.31,12686247.723,58970.667,11467536.440000001,1661989.59,162934557.17,1572032.382,251508658.808,77738.472,30916.593,5785728.21,30213280.16,3592345.7699999996,312882.75,132198.695,10885953.668,31857637.674000002,81009118.855,36755119.434,21329387.696,7660953.529999999,55933686.724999994,16672467.287999999,82966.668,460573.465,5337544.808,48007790.376,104264.214,7564289.0139999995,83271.404,4897988.35,94012.453,1412183949.586,470727983.1953333,470727.9831953333
"Tbilisi,  Georgia",176031.892,24436570.743,137426.307,7191501.828,300313.146,135596.782,63566185.072,64565.136,52288587.254,1045595.592,11565358.770000001,194292.405,788547.33,1174847.668,2704383.85,185682.537,2529486.796,1191832.9200000002,102212.412,2455284.272,19397776.896,1439078.9640000002,3686540.307,4415616.99,64411.735,652147.488,55848.212,776440.785,2798208.532,362698.58999999997,54700586.808,282709135.765,146196.216,8639783.307,44840.134,10702991.799999999,1451665.59,144235435.19,948796.529,222255570.276,32889.035,56097.43,4433018.572,21714507.276,2338107.244,434715.21599999996,106486.963,9298540.781,20302688.627,71112323.596,50709844.02,27853857.332,5664679.131999999,64698255.747999996,23150469.32,59202.621,293274.377,2409501.1199999996,62423629.996,65863.217,4713287.102,50297.387,3061665.372,57732.74,1306759007.0500002,435586335.6833334,435586.3356833334
"Tehran,  Iran",119436.436,28207341.839,181721.664,6864175.626,297669.073,120220.268,60962664.282,73910.606,67223541.108,1114812.16,13298828.634,288940.775,1086946.005,1200712.68,2593954.664,167811.69,3079111.621,937072.11,65383.672,2979770.612,22259459.84,1552550.298,4926365.1850000005,4077601.17,49320.967,957856.671,40631.898,692030.255,3255185.3320000004,478943.574,65009677.168000005,301588305.815,134807.085,10232568.218,30160.016,11457683.16,1481933.72,158833619.56,1391789.064,243753843.0,40885.604,57683.197,5174761.321,24805196.388,3098897.1119999997,421433.274,125355.252,9573281.247,25529372.665,73052615.176,49091569.186000004,24955125.68,7059525.171999999,61063762.459,21765898.832,79641.96,0.0,2700981.08,61167242.5,80597.085,6356479.526000001,71111.454,4268760.154,77053.668,1403685587.5130002,467895195.83766675,467895.19583766675
"Tel Aviv-Yafo,  Israel",161633.936,25150144.387000002,97246.806,7464101.253,329828.777,152041.928,77334043.618,1695.224,56422771.414000005,1002355.724,11629525.004999999,196722.28,803279.22,1066142.328,2313227.8680000002,194151.137,2836682.552,1351807.98,105488.392,2495882.032,18165224.704,1433457.696,4770471.023,5099539.38,82086.226,592049.12,77897.998,838816.58,2490610.612,343656.294,54818321.14,300411750.06,168848.98,7946942.473999999,41662.034,10877559.76,1314388.2999999998,147910403.41,1489083.503,225642771.24,1472.963,83031.977,4846765.216999999,21262372.712,2431822.5779999997,519840.579,115493.197,8315654.836,17251207.942,65312281.099999994,60333730.84199999,29996855.900000002,6865852.312,67019408.834,26828206.124,76442.831,436923.41,0.0,72944104.688,47490.513,4774041.722,64303.787,3562970.102,54731.042,1368769317.6030004,456256439.20100015,456256.43920100015
"Tirana,  Albania",314610.204,13047898.601,50941.155,8131137.42,329048.855,180225.499,83110742.78,80475.836,27932699.768999998,873058.252,5861725.254,99911.265,327150.735,1013302.672,2564965.648,227745.972,1555913.5289999999,1757878.8,167305.066,1622425.392,8387209.216,1217517.8699999999,3201165.625,5736382.619999999,103839.404,451924.272,96002.805,994824.0249999999,1699763.408,128957.67,31406143.58,262705690.33,190288.096,4748236.9120000005,79892.798,9425067.0,1252263.42,120081412.99,1171434.804,184550379.972,35013.056,89332.617,3144534.269,10681626.074000001,1146519.888,549075.4439999999,83223.858,7800401.124,6178163.969,61445776.706999995,63796237.681,35371328.72,4271616.474,74196611.78999999,29473387.184,50553.308,754245.657,2857003.136,75527192.104,23608.768,2046305.9000000001,38697.998,1894488.278,19196.878,1168351700.403,389450566.80100006,389450.56680100004
"Tocumen,  Panama",1157842.612,60395914.096,688677.189,5504848.671,235396.773,380065.312,154164062.0,508699.918,166116727.729,95050.544,28255450.797,1146637.2,3240589.815,470531.192,3447862.404,422678.715,7519480.5479999995,4938697.035,601125.214,4954885.096,50040146.688,239886.51,13205660.334999999,10592870.34,314416.808,4497353.143,308042.71,2027212.885,4704335.776,1256112.606,123906689.408,121231757.335,353855.404,17297855.479000002,290610.43,2375167.4,602251.475,69758911.53,5414847.036,92889808.82,249329.208,278024.622,11792940.708999999,50312681.720000006,7894806.28,919268.6819999999,165837.078,4328838.236,64493806.002,24161833.919,105068866.80399999,70300767.94,17965373.684,66996708.247,50229623.94800001,216765.554,3080967.142,17315919.5,107581029.92000002,213348.662,17341710.878000002,220770.142,12553685.126,211871.082,1599447790.0629995,533149263.35433316,533149.2633543331
"Tokyo,  Japan",727276.66,63585749.367,623609.892,4060155.309,131942.948,101917.417,25641199.428,393272.554,157861678.785,1246544.904,30372375.894,971534.585,2968926.6,1596709.952,4492596.962,137617.244,7036927.325,1928095.77,347586.596,5867175.859999999,54796734.976,1585212.858,10453544.563000001,2119208.61,131541.506,3719723.461,137903.914,586931.91,6811563.976,1233496.59,139606762.88,218776732.04999998,72012.15,22796590.024,181227.044,9863963.76,2018352.2399999998,174654124.26,3772985.067,268028555.144,198081.646,122542.088,10859515.928,56475415.738,7542020.702,101526.03600000001,192491.352,14935649.733,66995533.853,85075753.485,10834544.237,20169370.332000002,15390838.382,37195291.224,7694800.608,172652.454,1848460.625,13626920.656,0.0,223819.704,16375066.506,179330.894,10893681.452000001,204350.613,1608747719.2829995,536249239.76099986,536249.2397609998
"Toronto,  Canada",932281.624,41183415.077999994,531941.868,6353132.94,230625.827,296979.554,114220724.748,400656.366,115086887.036,386784.784,19482291.465,850302.8200000001,2344287.48,783689.628,3997306.3619999997,354587.336,5083019.596,3805220.6550000003,483037.548,3241863.94,35968713.216,339414.066,8841997.640999999,8210652.6,239475.241,3408261.287,234827.744,1612223.965,3530181.256,914029.842,84014440.828,94174145.025,274149.959,12877912.351,234072.065,3181123.7199999997,989163.8800000001,13091208.129999999,3773943.04,20680154.816,195243.529,199140.806,7704899.031,35112341.54400001,5577980.4799999995,686640.678,92948.237,6699937.652000001,48314563.745000005,42808450.187,78926420.639,56168875.559999995,11962794.532,73520730.13599999,38998629.148,145776.911,2376212.278,13780415.832,82246462.844,167175.352,12448350.628,153193.256,8809904.316,154663.503,1143890878.151,381296959.3836667,381296.9593836667
"Tripoli,  Libya",330847.18,17468681.179,93018.777,8347784.0879999995,352482.653,195470.053,94217272.162,102369.838,43552656.575,828150.14,7706530.566,212493.71500000003,636308.49,924441.504,2286931.318,237145.977,2301896.466,1993652.775,184048.08,1884615.404,10250510.08,1196603.868,4693002.426,6319621.9799999995,120840.194,791159.7339999999,112850.255,1057609.625,1458292.668,222022.788,38354105.768,272647212.08,209625.64,4163297.133,83248.158,9407331.24,1140124.4,122332434.07,1776240.3199999998,185775237.932,46588.709,111802.069,4338392.602,13118109.2,1803723.048,618005.0700000001,93563.393,6975990.471,9122148.748,56690656.978999995,71612138.752,37521971.312,6224386.998,76234499.36899999,32562721.424000002,75034.938,913628.848,3409354.012,84081615.072,1424.824,3529532.15,63818.95,3202532.524,36746.144,1258356552.9050002,419452184.30166674,419452.18430166674
"Tunisia, Tunisia",352677.34,16185321.082999999,105242.14199999999,8513925.777,352089.418,202471.208,96301658.232,118066.986,42006332.357,797608.732,7057698.437999999,230629.56999999998,644136.615,906722.8,2330419.756,244937.964,2219412.514,2095493.325,199225.746,1716558.0320000001,9124244.736,1149255.702,4671121.055000001,6495586.14,127300.435,895416.2490000001,119325.39,1094913.415,1218639.072,216191.418,34812367.096,265122809.03,215528.821,3406056.448,89316.938,9096138.08,1118779.685,116682711.53,1826247.564,177218892.544,54159.371,115994.286,4185073.904,11729035.92,1748589.7599999998,629328.123,88456.961,6813322.635000001,8740836.935,55514422.202,72918610.688,38807819.232,6108146.216,77947381.274,33339590.148,74746.197,931431.27,3963776.304,85208579.82000001,17471.361,3482706.788,64399.948,3209182.05,36446.372,1233010977.1479998,411003659.0493333,411003.65904933325
"Ulaanbaatar,  Mongolia",478867.608,45748110.361,430569.78599999996,5299175.049,196648.62,85499.454,15749105.814,263372.21,110177326.53400001,1234042.804,21930589.548,653956.215,2042897.49,1574702.74,3856309.758,142789.905,4910806.5,1219043.07,226682.82,4374292.692,39569424.384,1577421.7740000002,6937416.4180000005,2145034.7399999998,78802.461,2496435.764,82540.518,552618.745,5210946.748000001,865433.514,102243532.908,244197927.465,71458.619,17122541.849999998,119292.513,10539238.08,1958000.6,161960965.32,2359012.2959999996,251115625.012,133098.573,62980.71,7610892.619999999,41152510.475999996,5259705.096,134579.163,148951.58,13030268.54,47692015.763,90766268.70799999,16795560.803999998,19689258.476,10499408.814000001,47886478.688999996,10316825.144000001,114658.826,1142054.54,9214152.116,26733856.604,160189.358,11369280.402,119057.295,7383718.304,142667.325,1439356896.633,479785632.21099997,479785.63221099996
"Valletta,  Malta",326951.12,15378689.096,77852.742,8331961.827,344800.89,191654.104,90930236.67,95398.342,37232056.88,837385.552,6765181.08,175149.555,519772.76999999996,950534.184,2385078.22,235489.267,2012362.401,1931495.67,179501.514,1734998.1879999998,8865690.368,1194645.294,4180836.239,6158787.57,116208.657,669822.181,108243.755,1043494.165,1459420.004,187831.45799999998,34494353.672,268095429.64499998,204303.983,4045271.607,82272.668,9359723.719999999,1173222.405,120401822.31,1584250.3499999999,183607375.296,42608.647,105102.04,3880762.819,11606729.652,1502458.4780000001,597342.663,88158.974,7217675.655,6785870.72,58050630.777,69273618.381,37042492.416,5520532.467999999,75983826.394,31684893.908000004,66631.39,886567.935,3229354.884,81470372.256,0.0,2889044.746,55361.523,2719749.7460000003,31000.42,1218400342.311,406133447.43700004,406133.44743700005
"Vancouver,  Canada",1009720.048,52796059.69100001,641132.9789999999,5203912.392,163142.518,257552.907,92068213.09400001,459809.412,141375913.99899998,593663.688,25180600.935000002,1003261.18,2841360.225,985779.436,5008602.354,300702.771,6198180.171,3640145.85,511588.956,4399099.544,46656384.768,608010.1680000001,10044912.516999999,6720852.51,232584.079,3991445.8619999997,231857.709,1392149.29,5079727.044,1136142.9,110983996.276,49236759.675,224969.531,17868852.866,253020.26,3501686.96,1248577.0050000001,64180614.19,4130745.674,98112333.836,225883.871,191811.931,9296316.651,46164345.220000006,6867467.236,532513.035,125333.156,9061378.921,61158731.881000005,52311541.867,60937990.344000004,48070798.90800001,14027300.986000001,59131186.282,30974509.891999997,166209.844,2534739.8449999997,15897420.527999999,60243307.124,211225.12,15256723.610000001,177094.6,10454052.704,190956.756,1274682905.582,424894301.8606667,424894.3018606667
"Vienna,  Austria",337721.424,8807995.280000001,101127.492,8152941.741,315580.973,184736.718,80788014.06,110704.412,14223237.722000001,844084.228,4055259.306,130429.86000000002,12869.519999999999,1030713.448,2796848.208,236185.096,979517.0210000001,1838159.895,187638.888,1178048.62,6333448.448,1145433.882,2217327.4299999997,5730686.76,108290.972,638360.062,100877.265,1027432.0149999999,1584843.6239999998,6692.724,22022569.224,243497844.71,190243.573,4371673.503,85272.368,8869445.56,1276334.5050000001,108861242.49,960811.752,168894458.864,49882.659,86200.911,2052864.5259999998,7931699.188,37910.586,531017.517,70650.054,7984524.187,7393012.073,61882271.375,61776434.665,36482156.835999995,2842960.9960000003,75440483.34899999,29136597.052,34970.603,852698.473,3958961.428,72689319.612,35232.253,0.0,28424.761,1067019.91,1073.814,1076601470.471,358867156.82366663,358867.15682366665
"Vilnius,  Lithuania",335465.74,10973008.455000002,138847.977,7751784.180000001,296230.375,171232.528,71196567.858,120120.546,20356529.647,889701.376,5433587.166,157510.79499999998,411905.505,1108119.188,3020844.694,225952.721,924940.023,1665797.01,181368.066,1419611.9000000001,10531849.984,1179371.568,1206843.337,5213630.22,96306.121,737956.276,89590.933,968165.255,2133367.46,196801.674,28745342.599999998,236903120.16,173109.255,6327718.952,84294.73,8946883.24,1374046.3,110425019.32000001,561258.029,172687922.176,55620.309,74810.942,1770683.2200000002,11278339.618,1030377.1819999999,471228.054,68343.052,8714932.27,13237709.713,65982131.768,54985916.842999995,34415593.348000005,1845134.816,72178321.481,26400524.456,17722.921,782225.994,4372657.516,65276445.416,55361.523,2330830.402,0.0,91362.064,32195.932,1080830192.18,360276730.7266667,360276.7307266667
"Warsaw,  Poland",336365.108,9626233.620000001,120292.16100000001,7924051.380000001,304099.846,177164.368,75244353.964,115326.15,14103320.461,869019.82,4672423.371,141770.01,271850.25,1075414.248,2932584.9,230678.179,790740.3200000001,1740362.79,184074.702,1273163.78,8566565.888,1161861.4619999998,1683341.2989999999,5435590.53,101429.665,672248.595,94389.252,994719.99,1892221.548,153079.356,24421989.82,239032364.26999998,180468.758,5468369.180000001,84553.098,8893956.24,1332830.2249999999,109193673.05,727937.373,170302149.54,52718.454,82048.008,1786601.8329999999,9322638.724000001,661804.428,496340.61600000004,67857.872,8407189.765,10646669.503999999,64235779.908,57838823.097,35342130.86,2141356.398,73651453.106,27565545.527999997,25528.405,809592.443,4177275.292,68367242.216,46892.237,1508545.3900000001,1575.208,0.0,24704.297,1069787342.1559998,356595780.7186666,356595.7807186666
"Yangon,  Myanmar",428846.892,59046779.867,483311.586,4654618.185,212418.971,18888.099,38884326.234,276743.024,142612663.041,1513813.5,27957764.772,782848.085,2524692.495,1462542.728,3046656.732,78252.308,6542134.28,864355.9349999999,191655.892,5700653.728,48565565.952,2033574.8639999998,9841827.962000001,1473052.89,72695.141,2874569.261,81123.121,204591.725,6184777.928,1056066.636,131173401.82399999,328667541.01,47578.407,20371492.636,106155.237,13627810.92,1807239.0,218356365.15,3295882.06,333942097.596,142625.027,97427.931,10521988.138,51681370.888,6657387.808,253102.752,209889.805,12662959.402,56218059.615,87588981.715,28804097.794999998,8160960.024,14574725.816000002,38510763.235,10099195.139999999,161348.328,1185765.911,9501189.568,38427664.548,179237.149,14146290.023999998,159367.463,9577892.698,173619.773,1820763286.227,606921095.409,606921.0954090001
"Yerevan,  Armenia",161761.252,25042344.683,134982.52500000002,7188156.507,302925.98,135321.975,64539968.74,60540.062,53985401.652,1049419.28,11820362.169,198593.26,809292.795,1167677.204,2654323.812,184456.422,2621710.554,1185121.545,96152.918,2506222.3759999997,19677945.088,1451348.274,3892006.363,4440611.85,64377.359,649798.48,55691.61,772494.2849999999,2810683.484,369073.896,55211966.192,286564311.95,146999.858,8685519.777,41315.769,10807484.72,1442311.545,146153706.16,1033596.7930000001,224907034.632,31272.327,59022.948,4603882.867,21890277.948000003,2404581.936,441132.702,109160.173,9236338.194,20408767.928,70802059.54200001,51423874.15,27720809.828,5927081.386000001,64555801.541,23337232.591999996,62511.75,266237.609,2260360.7320000003,63272209.36399999,65127.587,4834222.67,53147.142,3194567.79,58760.343,1322041454.8449998,440680484.94833326,440680.48494833324
"Zanzibar,  Tanzania",338128.056,49906190.161,341518.452,6116441.793,347936.432,155806.765,101015548.998,197628.002,123627092.30000001,1102619.02,23091755.484,635396.36,2071747.515,902139.076,1179062.052,160077.034,5920789.765,1851014.2650000001,172812.448,4823860.664000001,37533030.656,1765600.0559999999,9997722.550999999,5725491.66,124932.578,2238180.126,121120.602,768169.24,4329493.056,830593.3800000001,108707676.724,398709112.86999995,189444.784,14448412.967,84469.501,13311684.76,1105208.745,205967409.34,3472870.119,306206605.61999995,102402.181,154976.675,10029780.697,41353414.158,5581395.806,663629.304,203051.083,7268038.242,40987494.557,56719570.196,76082191.13,27192395.900000002,14166768.389999999,54955755.61,30793274.42,162271.335,1170008.73,6436298.7360000005,90101959.584,117714.402,11605226.546,151093.651,8551282.026,136736.377,1924281523.713,641427174.571,641427.1745709999
"Zurich,  Switzerland",380441.824,6226554.698,121621.449,8396358.012,320146.501,197534.97,86354777.054,132361.004,17221612.579,793594.72,289662.61799999996,177602.30500000002,365665.005,985403.812,2784330.9760000003,248617.237,1063749.149,2029181.205,210346.352,924662.928,229876.992,1077817.926,2698787.6810000003,6102503.97,121067.192,838069.556,113623.826,1090894.1800000002,1205298.444,11489.748,16064449.436,236241217.67,202664.794,3215554.4620000003,96207.997,8464510.2,1220576.405,101465767.47999999,1244708.871,157332766.676,60479.226,98322.928,2102981.722,520077.082,670288.536,563098.458,64242.912,7580127.581,6747397.842999999,59138018.435,65430287.175,38667053.572,3185136.936,78218181.65,30899465.16,42701.869,923262.362,4648328.904,76232236.808,35078.491,1585253.602,35950.178,1738071.152,19377.656,1047467498.1419997,349155832.7139999,349155.8327139999
